state_code,county_fips,county_name,year_prev,year_latest,margin_change_abs,closeness_latest,turnout_latest,votes_latest,margin_change_score,closeness_score,turnout_score,votes_score,swing_score
PA,42025,CARBON,2020,2022,0.0233663612755932,0.7196186460978298,104365,104365,0.0767276265304663,0.6727378216512909,0.0395772465710842,0.0395772465710842,0.2071549853309814
PA,42063,INDIANA,2020,2022,0.0839960173751281,0.5377588703248792,122938,122938,0.2978595843221979,0.4359942864961556,0.0471538632872065,0.0471538632872065,0.2070403993481916
PA,42055,FRANKLIN,2020,2022,0.1170676101946843,0.3671407060398193,239080,239080,0.4184801937393693,0.2138849871590964,0.0945324999449284,0.0945324999449284,0.2053575451970807
PA,42097,NORTHUMBERLAND,2020,2022,0.0527797544968342,0.5922056615746545,129222,129222,0.1840058406379838,0.506872663990794,0.0497173403476766,0.0497173403476766,0.1975782963310328
PA,42005,ARMSTRONG,2020,2022,0.0781844367424239,0.5298214015033303,112151,112151,0.2766632542446426,0.425661355967619,0.0427534452332135,0.0427534452332135,0.1969578751696722
PA,42081,LYCOMING,2020,2022,0.0762216199755393,0.4904023437058151,176814,176814,0.2695043563987592,0.3743459561998359,0.0691318852652285,0.0691318852652285,0.195528520782263
PA,42119,UNION,2020,2022,0.0109044742205816,0.7355816621689317,61883,61883,0.0312759175890513,0.6935183424693145,0.0222472604980586,0.0222472604980586,0.1923221952636207
PA,42013,BLAIR,2020,2022,0.0693416276491582,0.4382743175864109,236660,236660,0.2444112539370347,0.3064861277594087,0.0935452920381274,0.0935452920381274,0.1844969914431745
PA,42039,CRAWFORD,2020,2022,0.0124374665000162,0.6153623456219779,162345,162345,0.0368671349212834,0.5370178416175294,0.0632294426191523,0.0632294426191523,0.1750859654442793
PA,42035,CLINTON,2020,2022,0.0102640634642594,0.6792156862745098,56100,56100,0.0289401747620771,0.6201415864549734,0.0198881599505253,0.0198881599505253,0.1722145202795253
PA,42127,WAYNE,2020,2022,0.0093403015151226,0.6284880155948274,109267,109267,0.0255709772193632,0.554104729014397,0.0415769544880837,0.0415769544880837,0.1657074038024819
PA,42093,MONTOUR,2020,2022,0.0089947853859306,0.6716754826319868,29681,29681,0.0243107909835812,0.6103258124140487,0.0091108683431795,0.0091108683431795,0.1632145850209972
PA,42001,ADAMS,2020,2022,0.0208674839420121,0.5414145897082525,171244,171244,0.0676135778518956,0.4407532714155887,0.0668596753309798,0.0668596753309798,0.1605215499823609
PA,42047,ELK,2020,2022,0.0267803162820333,0.5866639777060721,54544,54544,0.089179198961417,0.4996585462773842,0.0192534097426814,0.0192534097426814,0.156836141181041
PA,42123,WARREN,2020,2022,0.0297303358218424,0.5480336012410674,60593,60593,0.0999386793597702,0.4493698452722923,0.0217210215725324,0.0217210215725324,0.1481876419442818
PA,42111,SOMERSET,2020,2022,0.0839644061539471,0.3121711634657751,154332,154332,0.297744290063948,0.1423260963624458,0.0599606422236164,0.0599606422236164,0.1399979177184066
PA,42121,VENANGO,2020,2022,0.0111000520845356,0.5269596453107926,79619,79619,0.0319892403874833,0.4219359456898711,0.0294824338183162,0.0294824338183162,0.1282225134284967
PA,42061,HUNTINGDON,2020,2022,0.0375998844471124,0.4467216810966811,88704,88704,0.128640948288796,0.3174828349293254,0.0331885428403358,0.0331885428403358,0.1281252172246982
PA,42131,WYOMING,2020,2022,0.006875975450228,0.5502408384353441,56677,56677,0.0165829459088654,0.4522432081920364,0.0201235396869816,0.0201235396869816,0.1272683083687163
PA,42033,CLEARFIELD,2020,2022,0.0116255585864675,0.4862611917258412,123082,123082,0.0339058978300671,0.3689550391859619,0.0472126062370326,0.0472126062370326,0.1243215373725236
PA,42115,SUSQUEHANNA,2020,2022,0.0076342544656787,0.5066355810616929,83640,83640,0.0193485846082459,0.3954782488264417,0.0311227491047819,0.0311227491047819,0.1192680829110628
PA,42099,PERRY,2020,2022,0.0437738592135532,0.3809579650970651,93803,93803,0.1511590230279708,0.231872179442071,0.0352686143761947,0.0352686143761947,0.1133921078056078
PA,42109,SNYDER,2020,2022,0.0210286444370317,0.4596353051964729,58405,58405,0.0682013716491072,0.3342936827820477,0.0208284550848958,0.0208284550848958,0.1110379911502366
PA,42053,FOREST,2020,2022,0.0135310669762594,0.5064443656142841,8457,8457,0.0408557772773709,0.3952293261561951,0.0004528102382434,0.0004528102382434,0.1092476809775132
PA,42113,SULLIVAN,2020,2022,0.0134082751075753,0.4900627615062761,11472,11472,0.0404079237339096,0.3739038909325005,0.001682740750229,0.001682740750229,0.104419324041717
PA,42031,CLARION,2020,2022,0.017652929723936,0.4469554088643406,59384,59384,0.0558892714084638,0.3177870997825314,0.0212278255562834,0.0212278255562834,0.1040330055758905
PA,42015,BRADFORD,2020,2022,0.004128094806385,0.4570173120126867,90804,90804,0.0065607180810607,0.3308856011504317,0.0340452108586342,0.0340452108586342,0.1013841852371902
PA,42083,MCKEAN,2020,2022,0.0198190019064842,0.4334309924387292,57001,57001,0.0637894940595495,0.3001811275882907,0.0202557113240905,0.0202557113240905,0.1011205110740053
PA,42117,TIOGA,2020,2022,0.0250892279829982,0.3939313902181344,64364,64364,0.0830113647624171,0.2487608757641589,0.0232593525711054,0.0232593525711054,0.0945727364171968
PA,42065,JEFFERSON,2020,2022,0.0216026203218752,0.3757521631553518,68303,68303,0.0702948094039296,0.2250953100119813,0.0248662170111423,0.0248662170111423,0.0862806383595489
PA,42023,CAMERON,2020,2022,0.0023292861448376,0.459915611814346,7347,7347,0.0,0.3346585835929094,0.0,0.0,0.0836646458982273
PA,42087,MIFFLIN,2020,2022,0.0063843222348758,0.3853674352483446,80191,80191,0.0147897601139973,0.2376123908073278,0.0297157738690146,0.0297157738690146,0.0779584246648386
PA,42009,BEDFORD,2020,2022,0.0517386087809984,0.2329555658478028,105797,105797,0.1802085142914304,0.0392038938864057,0.0401614125721334,0.0401614125721334,0.0749338083305257
PA,42067,JUNIATA,2020,2022,0.0266072714997662,0.3125639315098955,44970,44970,0.0885480601103976,0.1428373985174486,0.0153478194535437,0.0153478194535437,0.0655202743837334
PA,42105,POTTER,2020,2022,0.0105276517353448,0.3204336043360434,27675,27675,0.0299015490166228,0.1530820727861698,0.0082925464171287,0.0082925464171287,0.0498921786592625
PA,42057,FULTON,2020,2022,0.0354940380645412,0.2028402288146866,30068,30068,0.1209603846282973,0.0,0.0092687400208374,0.0092687400208374,0.034874466167493
