county_name,county_fips,swing_score_100,margin_change_pct,latest_abs_margin_pct,turnout_latest
RACINE,55101,73.06331922431988,13.035618865645421,15.636071676456865,606559
KENOSHA,55059,68.10648607504527,8.781442784068199,8.216749463876816,481699
COLUMBIA,55021,65.62610582040568,10.053296155077259,14.581110931523089,185610
WASHINGTON,55131,60.921764693567006,17.722383780404773,42.229378522241426,511748
OUTAGAMIE,55087,58.151489980903506,8.70430181541587,18.405275406327004,642832
WINNEBAGO,55139,56.062062971255145,6.96100714757323,15.425849398758363,526078
OZAUKEE,55089,53.857501450428714,8.82179165323771,23.246748046539835,349636
MANITOWOC,55071,52.37278313853279,14.734829460035389,42.322292463753996,266857
JACKSON,55053,52.283626962153406,6.16887931275175,17.032397967440204,61794
SAUK,55111,51.837068919086725,0.71456448266036,1.337099563099764,227283
GREEN,55045,49.25452609756936,0.85088104150647,4.443468367920045,138878
CRAWFORD,55023,48.947171822132034,0.80420819769347,4.626786226098356,48846
VERNON,55123,48.37974049067073,0.27675674004168,3.6575791794375423,92985
JEFFERSON,55055,47.82318797278352,6.44966802002792,22.531945831127675,298474
PORTAGE,55097,47.660249339833754,0.60963286615806,5.396870226067763,233691
BAYFIELD,55007,47.333348886081474,2.9137729146139097,12.566725678068025,73997
DOUGLAS,55031,47.26579556680036,2.4343697664234902,11.216815797801072,148527
FOREST,55041,47.00163190832307,9.27571356316806,31.76596405285128,28987
MARQUETTE,55077,46.81735017122504,12.832570803527659,42.498714652956295,48625
RICHLAND,55103,45.860960512380714,1.5460898120570299,10.054654600842216,55805
