county_name,county_fips,swing_score_100,margin_change_pct,latest_abs_margin_pct,turnout_latest
KEWEENAW,26083,68.7543599996845,21.510811169361922,31.310087530492183,13938
CLINTON,26037,66.59116818864373,8.152840876798221,1.9972449897030842,363701
EATON,26045,65.20267404697557,9.04539097590448,5.48975398658108,824955
GRAND TRAVERSE,26055,63.28901566237815,5.92310625280012,0.0470071170627584,863699
BENZIE,26019,62.97237545487595,6.92400428519771,2.722379194423241,96974
BAY,26017,62.63610644951713,5.75845449948416,0.31228895666796097,453106
OTTAWA,26139,62.53810002888007,10.25246311893646,11.000207132619643,4436771
MACOMB,26099,60.928861635944884,5.15875668884321,0.6073354125867403,7651785
KENT,26081,60.36019787481758,7.80184869653478,7.404601598648997,1947019
LEELANAU,26089,59.13735299041474,6.19117591297584,4.832676921552603,121113
OAKLAND,26125,56.485315758569854,11.20251028902013,19.29509806889298,4063317
ISABELLA,26073,55.557758333816444,3.3410235689984,1.6980595452018798,154706
EMMET,26047,55.29089777706905,5.262448387365129,6.49278937938732,340470
CALHOUN,26025,53.78464540747645,3.86985388864436,4.718318546666477,494477
SAGINAW,26145,53.73922378674894,4.00973495935309,5.093386726879945,480957
CHARLEVOIX,26029,53.71475322092778,5.9926091402614,9.790392947744165,133631
MUSKEGON,26121,53.56027581558745,3.1445830057292805,3.233756801485921,1931747
IONIA,26067,53.54492510444031,8.38543013331535,15.598852498207027,267712
MANISTEE,26101,53.09602497859457,5.1298349208018,8.376391751607038,212502
LIVINGSTON,26093,52.8286345325902,6.676376259386189,12.288261729135142,974198
