tier,county_name,county_fips,swing_score,margin_change_abs,closeness_latest,turnout_latest
S,FULTON,13121,0.7282941536669392,0.070386694199014,0.7027626578981362,17449066.0
A,COBB,13067,0.6275157049356199,0.0289303847195026,0.9500530508280032,12580388.0
A,GWINNETT,13135,0.5512820690998315,0.0121045394643112,0.8603770567758283,11706672.0
B,WARREN,13301,0.4863642228782898,0.2023661921375488,0.996117684343968,75728.0
B,BURKE,13033,0.4759087024165681,0.2152376314285454,0.9034575278980426,327980.0
B,DEKALB,13089,0.472158127165368,0.0582502083154484,0.5156281652019312,11314444.0
B,DOOLY,13093,0.4610558244774263,0.2113855239953551,0.8914482346951316,113918.0
B,CHATHAM,13051,0.4324598444440333,0.0891699616220223,0.9034921895779018,3917714.0
B,CLAY,13061,0.4292418056672129,0.1607894297403356,0.9741379310344828,38744.0
B,MUSCOGEE,13215,0.4259160840109925,0.1166999445307688,0.8827056682061516,2830384.0
B,TAYLOR,13269,0.4173941703261833,0.1777067529826076,0.8790171520916737,108908.0
B,BAKER,13007,0.4126419375387444,0.1679926707300683,0.902944332975596,42862.0
B,WILKINSON,13319,0.4084954414648594,0.1702122828063929,0.8747210505269404,155046.0
B,TWIGGS,13289,0.4002035971060618,0.1411960702655491,0.948491124260355,135200.0
B,JEFFERSON,13163,0.4000980961367737,0.1348532979507954,0.9614388489208632,229350.0
C,WEBSTER,13307,0.3856832207055628,0.1502987964666553,0.8852680501513186,37008.0
C,JENKINS,13165,0.3836624172528914,0.2095845375085782,0.6787459043732464,101938.0
C,RANDOLPH,13243,0.3744715562736083,0.1144351271887728,0.9671364523671622,93234.0
C,TERRELL,13273,0.3576482695497601,0.0987520185141268,0.9666518032078046,148014.0
C,HENRY,13151,0.351824570479308,0.0533047825989892,0.8102754977826842,3704930.0
C,CHATTAHOOCHEE,13053,0.3483536093028148,0.0999329779843033,0.9456251085760612,34538.0
C,TALBOT,13263,0.3365891828391763,0.13033446538241,0.8052541794609348,117240.0
C,FAYETTE,13113,0.318719714946799,0.0313552161866979,0.9121532805042364,2189450.0
C,RICHMOND,13245,0.315279529455542,0.0802980428862931,0.7093769736770641,2577676.0
C,PEACH,13225,0.3093517050719406,0.0742246853677076,0.8913659214665706,382716.0
C,THOMAS,13275,0.3079020716093433,0.1125593402824451,0.7439169782691162,590496.0
C,UPSON,13293,0.3078553473400799,0.1134378120893268,0.7504011011281497,473696.0
C,BIBB,13021,0.3043501422395919,0.0514414968318271,0.8343457691253144,1830898.0
C,QUITMAN,13239,0.303063606301851,0.0905656405737103,0.8483465608465608,30240.0
C,CALHOUN,13037,0.2968137907853051,0.0741751140071489,0.8816930137684855,66674.0
C,MILLER,13201,0.293037695666686,0.1611860105702969,0.583066768215283,78780.0
C,EARLY,13099,0.2887499434540795,0.0652518966575105,0.8808560964443766,157272.0
C,LONG,13183,0.2872659277226089,0.1040582914938635,0.745771144278607,192960.0
C,MCDUFFIE,13189,0.285921499109369,0.0745693661162328,0.8319478529783099,281972.0
C,BALDWIN,13009,0.2846449979687809,0.0291750628869515,0.9602185084837876,500484.0
C,DECATUR,13087,0.2835958778514451,0.0886833366092306,0.7768042380511229,306556.0
C,PAULDING,13223,0.2829872770687672,0.0411232551578955,0.6830278536552866,3362144.0
C,NEWTON,13217,0.2807926606439328,0.0112209098334721,0.9099035699798584,1710878.0
C,TELFAIR,13271,0.2802644245910754,0.1337444540081353,0.6336948756251217,123176.0
C,HOUSTON,13153,0.2761645561908251,0.0251714711404721,0.8142756165414021,2158898.0
C,MACON,13193,0.2720047729702222,0.090172567926681,0.7535536130353876,127898.0
C,SUMTER,13261,0.2714462200353053,0.0219826847499394,0.9606048377234818,327096.0
C,CHARLTON,13049,0.2707291782645453,0.1746311342629705,0.4712417597615133,130154.0
C,MITCHELL,13205,0.2700018026875168,0.0446561981876028,0.8872613675807012,259290.0
C,LOWNDES,13185,0.2678212670016334,0.0498127773224524,0.7825958547495082,1259562.0
C,LIBERTY,13179,0.2671961372542997,0.0495477184898077,0.8369096941669962,581690.0
C,SCREVEN,13251,0.2665803104687325,0.0952937928946738,0.7172228978066026,177624.0
C,MERIWETHER,13199,0.2663415704797192,0.073119000039521,0.7772282023029702,330356.0
C,WALTON,13297,0.2618489443105085,0.0754886641979666,0.6414656569755579,1744692.0
C,CHEROKEE,13057,0.261115903591016,0.0018516979539585,0.6045963833163077,5153008.0
C,FORSYTH,13117,0.2594795201574123,0.0099455433577549,0.6585694250742509,4105678.0
C,CLARKE,13059,0.2565578052478441,0.0548243404478095,0.7110815153326737,1542262.0
C,CRISP,13081,0.2547694010966381,0.1155594338198621,0.6111026175398505,248554.0
C,SEMINOLE,13253,0.2533935746404875,0.1211854737288815,0.5990167612511548,121232.0
C,HANCOCK,13141,0.253344460363935,0.1031765105749313,0.6593739544220975,107596.0
C,STEWART,13259,0.2529093664429757,0.0489408061444283,0.8416287803913817,50590.0
D,MONROE,13207,0.2482650701635935,0.0939209824230522,0.6418745386318898,520192.0
D,GLYNN,13127,0.2466718634305467,0.0613029677642967,0.6763100220337067,1362458.0
D,TROUP,13285,0.243762887411887,0.0497701126407721,0.7475390322028854,853526.0
D,TALIAFERRO,13265,0.2417633008705967,0.0243101357682203,0.8929245283018867,29680.0
D,BULLOCH,13031,0.2384628491469462,0.0525585517835393,0.7092640608246418,1025900.0
D,WILKES,13317,0.2368217785130478,0.0323314984971642,0.8432555268768938,142576.0
D,CAMDEN,13039,0.233753505466119,0.0666940975597913,0.6774240954648326,680460.0
