tier,county_name,county_fips,swing_score,margin_change_abs,closeness_latest,turnout_latest
S,MARICOPA,04013,0.7621856322612618,0.0189102033101452,0.962862181257849,188437346.0
C,YUMA,04027,0.3310926411914834,0.2099179381101257,0.7359132224801903,1063870.0
C,NAVAJO,04017,0.3042930667531017,0.117356476135289,0.8591212657738257,1065214.0
C,GRAHAM,04009,0.2825069175673,0.2844281278278057,0.4650579695027488,517686.0
C,GREENLEE,04011,0.2810589602499948,0.2039081991634543,0.6299234324342968,57988.0
C,PINAL,04021,0.2794524294801032,0.1480862876368798,0.7185923189505412,3376674.0
C,COCHISE,04003,0.2748287073192463,0.1454363865627123,0.7292206467527534,852938.0
C,GILA,04007,0.272513865286684,0.2172792932692397,0.5779643081743243,531102.0
C,LA PAZ,04012,0.2612895599686227,0.2860829683915165,0.4112520825323593,124848.0
C,MOHAVE,04015,0.2547318188652071,0.3081043872537716,0.3382440341992523,1840742.0
D,COCONINO,04005,0.24474199538668,0.068512848830251,0.8082036507899024,1439798.0
D,PIMA,04019,0.2382789661214242,0.0040918640687407,0.8705723658593689,9558886.0
D,YAVAPAI,04025,0.2234596020984011,0.0856731834787119,0.7161000498584001,1993646.0
D,APACHE,04001,0.2016145797133909,0.0611157849050764,0.7205712843863079,697516.0
D,SANTA CRUZ,04023,0.1752737234202242,0.0136531701453675,0.7548316378531182,312006.0
