tier,county_name,county_fips,swing_score,margin_change_abs,closeness_latest,turnout_latest
A,WAYNE,26163,0.6427207791805672,0.0595498660580352,0.65113615373939,11499148.0
A,MACOMB,26099,0.6371522466501572,0.0515875668884321,0.9939266458741326,7651785.0
B,OTTAWA,26139,0.50523521634898,0.1025246311893646,0.8899979286738036,4436771.0
B,OAKLAND,26125,0.4587132553098655,0.1120251028902013,0.8070490193110702,4063317.0
C,KENT,26081,0.3859562203189291,0.0780184869653478,0.92595398401351,1947019.0
C,EATON,26045,0.361320386824039,0.0904539097590448,0.9451024601341892,824955.0
C,GRAND TRAVERSE,26055,0.353438785871439,0.0592310625280012,0.9995299288293724,863699.0
C,MUSKEGON,26121,0.351291754961356,0.0314458300572928,0.9676624319851408,1931747.0
C,CLINTON,26037,0.3481825107211331,0.0815284087679822,0.9800275501029692,363701.0
C,KEWEENAW,26083,0.3437717999984225,0.2151081116936192,0.6868991246950782,13938.0
C,KALAMAZOO,26077,0.3371639043935752,0.0833241607306665,0.8256287414703607,1834339.0
C,BAY,26017,0.3322993816199524,0.0575845449948416,0.9968771104333204,453106.0
C,BENZIE,26019,0.318476787232491,0.0692400428519771,0.9727762080557676,96974.0
C,LIVINGSTON,26093,0.3059473712801291,0.0667637625938619,0.8771173827086486,974198.0
C,LEELANAU,26089,0.3003525481636997,0.0619117591297584,0.951673230784474,121113.0
C,EMMET,26047,0.2906698145084727,0.0526244838736513,0.9350721062061268,340470.0
C,CALHOUN,26025,0.2898431318540987,0.0386985388864436,0.9528168145333352,494477.0
C,SAGINAW,26145,0.2890274406945134,0.0400973495935309,0.9490661327312006,480957.0
C,ALLEGAN,26005,0.2880165904276433,0.0670969525824121,0.8419802642582371,956640.0
C,GENESEE,26049,0.2847546380698207,0.0185438251224073,0.8902135960896057,1641369.0
C,ISABELLA,26073,0.2839170209308893,0.033410235689984,0.9830194045479812,154706.0
C,IONIA,26067,0.278772486205637,0.0838543013331535,0.8440114750179297,267712.0
C,MANISTEE,26101,0.2741244596504565,0.051298349208018,0.9162360824839296,212502.0
C,CHARLEVOIX,26029,0.2737845110540129,0.059926091402614,0.9020960705225584,133631.0
C,INGHAM,26065,0.2734995017298042,0.0718584555918266,0.7110280207273184,1997557.0
C,WASHTENAW,26161,0.2699359768350527,0.1892499027382753,0.4992508432815369,1171317.0
C,ANTRIM,26009,0.2618457509435211,0.0668461547278773,0.8617681013557515,135128.0
C,CRAWFORD,26039,0.2551233471782394,0.0755666686410234,0.8345156534559015,57655.0
C,MONTCALM,26117,0.2544593896451474,0.0831608689093693,0.7973702595568246,263372.0
D,JACKSON,26075,0.2482034721108025,0.0321036909050147,0.8806350033581556,544942.0
D,SHIAWASSEE,26155,0.2458968558193827,0.0408456108116267,0.8846978837498803,208860.0
D,CHIPPEWA,26033,0.2458044761663983,0.0474858924918225,0.8752640051988716,135414.0
D,MIDLAND,26111,0.2453445229340768,0.0371176252594142,0.8931886062501253,199548.0
D,VAN BUREN,26159,0.2442785886091393,0.0305697090053736,0.9058213061736736,207170.0
D,MASON,26105,0.2406484808778543,0.0434037622374741,0.8737844576811192,144380.0
D,ALGER,26003,0.2327387041565666,0.0249626556651546,0.9105082709777522,39959.0
D,MENOMINEE,26109,0.229190690284587,0.1207269655542158,0.6757666656029613,62674.0
D,MARQUETTE,26103,0.2282522816179923,0.0211739070600621,0.8886979150488536,289743.0
D,BERRIEN,26021,0.2276900960946677,0.0147628502259954,0.8915507970155331,417495.0
D,IRON,26071,0.2193282298337712,0.0863690249466963,0.7392609573713225,36642.0
D,MONROE,26115,0.2179277904821564,0.008107738460271,0.8350912955657839,1021353.0
D,GOGEBIC,26053,0.2142238820315711,0.0085121117826898,0.91024597359894,62649.0
D,MECOSTA,26107,0.2103588202484212,0.0412381912133951,0.8165833287543272,163791.0
D,HOUGHTON,26061,0.2055363766760179,0.0028051021474091,0.8887509462528388,264200.0
D,ALPENA,26007,0.2048416452160437,0.0344852931589152,0.8256616252997551,115511.0
D,DELTA,26041,0.2045636662249866,0.0698798576137757,0.7420322291853179,111700.0
D,ALCONA,26001,0.1971249177028917,0.0562359250313697,0.7645086059017405,51883.0
D,OTSEGO,26137,0.1966259192480797,0.0445116358575385,0.7773360975331418,210308.0
D,DICKINSON,26043,0.1939437666363531,0.0962470381946491,0.6615652129441397,78213.0
D,OGEMAW,26129,0.1923518005469616,0.0514998129999532,0.763500317367316,81924.0
D,LAKE,26085,0.1882228939502434,0.0555561474209864,0.7501127795321261,31034.0
D,CASS,26027,0.188211479954505,0.076735913767129,0.691253351708435,133514.0
D,LENAWEE,26091,0.1878198080760548,0.0075219347977306,0.8373681409835039,319470.0
D,ONTONAGON,26131,0.183909796009032,0.0323482964479791,0.7965350223546945,26840.0
D,ARENAC,26011,0.1837555174628536,0.0305765848884321,0.7973536928601469,61822.0
D,WEXFORD,26165,0.1822966099129078,0.0392964556605562,0.7680550485791284,128759.0
D,BARAGA,26013,0.1776534498215095,0.0288581673079271,0.7893100482900046,60468.0
D,SCHOOLCRAFT,26153,0.1753205616355729,0.0179339229804019,0.81252262034021,35919.0
D,MACKINAC,26097,0.1610324325240012,0.00613728591508,0.8081199896560641,77340.0
D,TUSCOLA,26157,0.1583857912723328,0.0643456617076009,0.6588005382200295,156070.0
D,IOSCO,26069,0.158122129549262,0.0123225512197235,0.78729641297605,82213.0
D,HILLSDALE,26059,0.1572748237339348,0.0482184117964771,0.6929935794082038,174283.0
D,LAPEER,26087,0.1536600520154533,0.04639953938837,0.6805261673014529,283560.0
