tier,county_name,county_fips,swing_score,margin_change_abs,closeness_latest,turnout_latest
D,CALDWELL,37027,0.2378122152362504,0.2439430522044984,0.2588725777210297,1417570.0
D,PAMLICO,37137,0.2366910993608404,0.1521670527380474,0.5748046209481517,181954.0
D,VANCE,37181,0.2344888841320722,0.0411258286432756,0.8271770209240531,395908.0
D,GATES,37073,0.233832224631535,0.0157015518744673,0.9051958030204806,166596.0
D,PERQUIMANS,37143,0.2336635248846336,0.1725402681519268,0.5136187954593872,197154.0
D,RUTHERFORD,37161,0.2325684080258868,0.2312881865703421,0.3064106496533955,978060.0
D,TRANSYLVANIA,37175,0.2226420237038814,0.0446581815561935,0.7675461393988537,577164.0
D,SWAIN,37173,0.2223487936765911,0.0531558283054715,0.7734933074415702,201866.0
D,LINCOLN,37109,0.2195506818575344,0.1805980608696575,0.3593999803188068,1402354.0
D,HALIFAX,37083,0.2169183363579168,0.0838812568390127,0.6554243368509256,534646.0
D,WARREN,37185,0.2096650518546176,0.0946127694103395,0.627621012485513,243322.0
D,POLK,37149,0.2053151035222492,0.033514736445542,0.7555245232333785,375236.0
D,SURRY,37171,0.2029675825609409,0.1775283827158846,0.3375989971456661,1094476.0
D,EDGECOMBE,37065,0.2015570900929584,0.0763118344916443,0.6287826587439911,493436.0
D,PERSON,37145,0.2002535618640464,0.002104138331137,0.8096848398315026,479058.0
D,DURHAM,37063,0.1973206482327608,0.0201907698085916,0.3675969942398029,5691472.0
D,STANLY,37167,0.1871241345106442,0.1731593034551301,0.299275288730509,1083190.0
D,BERTIE,37015,0.1826446879808328,0.0244057774770661,0.7177865471810723,224518.0
D,WILKES,37193,0.1815791592809025,0.1870673320266048,0.2603995361817885,907252.0
D,NORTHAMPTON,37131,0.180243906990757,0.023062845100308,0.71372093442121,222084.0
D,CLAY,37043,0.1796820045532341,0.1714426106188852,0.3426817565108044,241752.0
D,CHEROKEE,37039,0.1783063406061001,0.1911410613228614,0.2651857323765302,568560.0
D,RANDOLPH,37151,0.1738381751260837,0.1136739314526622,0.3320896609172302,2060028.0
D,YANCEY,37199,0.1730662055185894,0.0251801927069453,0.6780186705492274,326932.0
D,ASHE,37009,0.1671322152596562,0.0939008732915785,0.4753137484758548,510122.0
D,YADKIN,37197,0.1659933259431545,0.1967856746559446,0.2105206355416302,593006.0
D,CURRITUCK,37053,0.1625839877592619,0.1118112925340338,0.4166925639926202,508418.0
D,MACON,37113,0.1600402804053358,0.0343544829034478,0.5873190365678457,687708.0
D,STOKES,37169,0.1584876250077611,0.1460052306416707,0.3013546864102151,745560.0
D,CAMDEN,37029,0.1485455189764328,0.0953854900098855,0.4375332741792369,180320.0
D,HERTFORD,37091,0.1462556922592493,0.0130827721638771,0.6308653193009695,226714.0
D,AVERY,37011,0.1435138332529207,0.1308718139049763,0.3306146017539427,221672.0
D,GRAHAM,37075,0.1348321291786193,0.0524574250703884,0.5027930752812837,151804.0
D,MCDOWELL,37111,0.1325605741671105,0.0464977381510815,0.4697052995682003,698472.0
D,ALLEGHANY,37005,0.1266228728676031,0.0394661242939205,0.503679025102888,224516.0
D,ALEXANDER,37003,0.0837664657489313,0.0135231387921689,0.4069693710610301,570898.0
D,MITCHELL,37121,0.0783725881270784,0.0094041837432944,0.424325860948668,246240.0
