state_code,county_fips,county_name,year_prev,year_latest,margin_change_abs,closeness_latest,turnout_latest,votes_latest,margin_change_score,closeness_score,turnout_score,votes_score,swing_score,swing_score_100
GA,13037.0,CALHOUN,2020,2022,0.0741751140071489,0.8816930137684855,66674,66674,0.3443015073224698,0.8387062041577108,0.00212372583052,0.00212372583052,0.2968137907853051,29.68
GA,13201.0,MILLER,2020,2022,0.1611860105702969,0.583066768215283,78780,78780,0.7487527730867285,0.4177606122572858,0.0028186986613649,0.0028186986613649,0.293037695666686,29.3
GA,13099.0,EARLY,2020,2022,0.0652518966575105,0.8808560964443766,157272,157272,0.3028238683794943,0.8375264797911665,0.0073247128228285,0.0073247128228285,0.2887499434540795,28.87
GA,13183.0,LONG,2020,2022,0.1040582914938635,0.745771144278607,192960,192960,0.4832069713155701,0.6471098101480763,0.0093734647133946,0.0093734647133946,0.2872659277226089,28.73
GA,13189.0,MCDUFFIE,2020,2022,0.0745693661162328,0.8319478529783099,281972,281972,0.3461341026737137,0.7685850863229032,0.0144834037204296,0.0144834037204296,0.285921499109369,28.59
GA,13009.0,BALDWIN,2020,2022,0.0291750628869515,0.9602185084837876,500484,500484,0.1351285375690624,0.9493962769306934,0.0270275886876839,0.0270275886876839,0.2846449979687809,28.46
GA,13087.0,DECATUR,2020,2022,0.0886833366092306,0.7768042380511229,306556,306556,0.41173983087937,0.6908542707274656,0.0158947048994723,0.0158947048994723,0.2835958778514451,28.36
GA,13223.0,PAULDING,2020,2022,0.0411232551578955,0.6830278536552866,3362144,3362144,0.1906671158213952,0.5586664398733475,0.1913077762901631,0.1913077762901631,0.2829872770687672,28.3
GA,13217.0,NEWTON,2020,2022,0.0112209098334721,0.9099035699798584,1710878,1710878,0.0516725542953482,0.8784719965455768,0.0965130458674031,0.0965130458674031,0.2807926606439328,28.08
GA,13271.0,TELFAIR,2020,2022,0.1337444540081353,0.6336948756251217,123176,123176,0.6211966539740742,0.4891263376674993,0.0053673533613641,0.0053673533613641,0.2802644245910754,28.03
GA,13153.0,HOUSTON,2020,2022,0.0251714711404721,0.8142756165414021,2158898,2158898,0.1165187103701006,0.7436741813441475,0.1222326665245261,0.1222326665245261,0.2761645561908251,27.62
GA,13193.0,MACON,2020,2022,0.090172567926681,0.7535536130353876,127898,127898,0.4186621994004375,0.6580800311720216,0.0056384306542147,0.0056384306542147,0.2720047729702222,27.2
GA,13261.0,SUMTER,2020,2022,0.0219826847499394,0.9606048377234818,327096,327096,0.1016963290035691,0.9499408492611336,0.0170738509382592,0.0170738509382592,0.2714462200353053,27.14
GA,13049.0,CHARLTON,2020,2022,0.1746311342629705,0.4712417597615133,130154,130154,0.8112495121234575,0.2601313178674332,0.0057679415336453,0.0057679415336453,0.2707291782645453,27.07
GA,13205.0,MITCHELL,2020,2022,0.0446561981876028,0.8872613675807012,259290,259290,0.207089234621207,0.8465553936589615,0.0131812912349493,0.0131812912349493,0.2700018026875168,27.0
GA,13185.0,LOWNDES,2020,2022,0.0498127773224524,0.7825958547495082,1259562,1259562,0.2310584734232677,0.6990181731153683,0.0706042107339489,0.0706042107339489,0.2678212670016334,26.78
GA,13179.0,LIBERTY,2020,2022,0.0495477184898077,0.8369096941669962,581690,581690,0.2298264049743767,0.7755793314945499,0.0316894062741361,0.0316894062741361,0.2671961372542997,26.72
GA,13251.0,SCREVEN,2020,2022,0.0952937928946738,0.7172228978066026,177624,177624,0.4424671020319713,0.6068680072662994,0.0084930662883295,0.0084930662883295,0.2665803104687325,26.66
GA,13199.0,MERIWETHER,2020,2022,0.073119000039521,0.7772282023029702,330356,330356,0.3393923907879859,0.6914518936276494,0.0172609987516207,0.0172609987516207,0.2663415704797192,26.63
GA,13297.0,WALTON,2020,2022,0.0754886641979666,0.6414656569755579,1744692,1744692,0.3504072602603854,0.5000800840437715,0.0984542164689386,0.0984542164689386,0.2618489443105085,26.18
GA,13057.0,CHEROKEE,2020,2022,0.0018516979539585,0.6045963833163077,5153008,5153008,0.0081218065894825,0.4481089045023308,0.2941164516361254,0.2941164516361254,0.261115903591016,26.11
GA,13117.0,FORSYTH,2020,2022,0.0099455433577549,0.6585694250742509,4105678,4105678,0.0457442900687777,0.5241896721769056,0.233992059191983,0.233992059191983,0.2594795201574123,25.95
GA,13059.0,CLARKE,2020,2022,0.0548243404478095,0.7110815153326737,1542262,1542262,0.2543536367829178,0.5982110726563294,0.0868332557760646,0.0868332557760646,0.2565578052478441,25.66
GA,13081.0,CRISP,2020,2022,0.1155594338198621,0.6111026175398505,248554,248554,0.5366675349371517,0.4572801366262805,0.01256496641156,0.01256496641156,0.2547694010966381,25.48
GA,13253.0,SEMINOLE,2020,2022,0.1211854737288815,0.5990167612511548,121232,121232,0.562818960245035,0.4402438311949077,0.0052557535610038,0.0052557535610038,0.2533935746404875,25.34
GA,13141.0,HANCOCK,2020,2022,0.1031765105749313,0.6593739544220975,107596,107596,0.4791082041165665,0.5253237422312746,0.0044729475539493,0.0044729475539493,0.253344460363935,25.33
GA,13259.0,STEWART,2020,2022,0.0489408061444283,0.8416287803913817,50590,50590,0.2270053046755367,0.7822313876133051,0.0012003867415303,0.0012003867415303,0.2529093664429757,25.29
GA,13207.0,MONROE,2020,2022,0.0939209824230522,0.6418745386318898,520192,520192,0.4360858905419966,0.5006564464144767,0.0281589718489503,0.0281589718489503,0.2482650701635935,24.83
GA,13127.0,GLYNN,2020,2022,0.0613029677642967,0.6763100220337067,1362458,1362458,0.2844681295886146,0.549196938614358,0.076511192759607,0.076511192759607,0.2466718634305467,24.67
GA,13285.0,TROUP,2020,2022,0.0497701126407721,0.7475390322028854,853526,853526,0.2308601559114315,0.6496018370203976,0.0472947783578594,0.0472947783578594,0.243762887411887,24.38
GA,13265.0,TALIAFERRO,2020,2022,0.0243101357682203,0.8929245283018867,29680,29680,0.1125149798568544,0.8545382236255324,0.0,0.0,0.2417633008705967,24.18
GA,13031.0,BULLOCH,2020,2022,0.0525585517835393,0.7092640608246418,1025900,1025900,0.2438216099975909,0.5956491763895818,0.057190305100306,0.057190305100306,0.2384628491469462,23.85
GA,13317.0,WILKES,2020,2022,0.0323314984971642,0.8432555268768938,142576,142576,0.1498005433554576,0.7845244605511753,0.0064810550727792,0.0064810550727792,0.2368217785130478,23.68
GA,13039.0,CAMDEN,2020,2022,0.0666940975597913,0.6774240954648326,680460,680460,0.3095276262242431,0.550767344119129,0.037359525760552,0.037359525760552,0.233753505466119,23.38
GA,13309.0,WHEELER,2020,2022,0.0884790751169852,0.6559949986838642,60784,60784,0.4107903656704282,0.5205607431834146,0.0017855968057657,0.0017855968057657,0.2337305756163435,23.37
GA,13097.0,DOUGLAS,2020,2022,0.0004862169564934,0.7772863795299714,2092894,2092894,0.0017746645691614,0.6915339006435088,0.1184435547843075,0.1184435547843075,0.2325489186953213,23.25
GA,13079.0,CRAWFORD,2020,2022,0.0902458554683026,0.6248139188686267,171968,171968,0.4190028606295987,0.4766076804691692,0.0081683705728778,0.0081683705728778,0.2279868205611309,22.8
GA,13077.0,COWETA,2020,2022,0.0341986102308475,0.6382094224272452,2136562,2136562,0.1584794069672519,0.4954900736219919,0.1209504169664763,0.1209504169664763,0.2239675786305491,22.4
GA,13283.0,TREUTLEN,2020,2022,0.0796559523992831,0.6487025023169601,86320,86320,0.3697779948970947,0.5102811905810924,0.0032515497388943,0.0032515497388943,0.221640571238994,22.16
GA,13277.0,TIFT,2020,2022,0.094383136525,0.5623325571496532,479268,479268,0.4382341135680091,0.3885335269639574,0.0258096353109116,0.0258096353109116,0.2195967277884474,21.96
GA,13139.0,HALL,2020,2022,0.0298081421660185,0.5375097090315535,3272726,3272726,0.1380712691792573,0.3535430710032931,0.186174529917415,0.186174529917415,0.2159908500043451,21.6
GA,13073.0,COLUMBIA,2020,2022,0.0071743337709437,0.652589851852071,2703784,2703784,0.0328629238335682,0.5157608249914897,0.1535131031598932,0.1535131031598932,0.2139124887862111,21.39
GA,13143.0,HARALSON,2020,2022,0.1000732721642406,0.5210533882146424,528656,528656,0.4646834739649675,0.3303461289731466,0.0286448672760337,0.0286448672760337,0.2130798343725454,21.31
GA,13197.0,MARION,2020,2022,0.025429066556156,0.7969301934398654,95120,95120,0.1177160867452862,0.7192239546712917,0.0037567340203609,0.0037567340203609,0.211113377364325,21.11
GA,13221.0,OGLETHORPE,2020,2022,0.0692335691706879,0.6390101556063721,259758,259758,0.3213318087803222,0.4966187925710496,0.0132081578535546,0.0132081578535546,0.2110917292646203,21.11
GA,13287.0,TURNER,2020,2022,0.0309356970963193,0.768576703809277,123488,123488,0.1433124635214848,0.6792566823611149,0.0053852644404343,0.0053852644404343,0.2083349186908671,20.83
GA,13255.0,SPALDING,2020,2022,0.0054377770689491,0.7829775576400456,912560,912560,0.0247909169478171,0.6995562241124925,0.0506837611842346,0.0506837611842346,0.2064286658571947,20.64
GA,13133.0,GREENE,2020,2022,0.0416897356260926,0.7043193854740222,399918,399918,0.1933002773154478,0.5886791283003184,0.021254365682005,0.021254365682005,0.2061220342449441,20.61
GA,13115.0,FLOYD,2020,2022,0.0678466624582375,0.5302247073961139,1420692,1420692,0.3148850739746371,0.3432740830255457,0.0798542497422125,0.0798542497422125,0.2044669141211519,20.45
GA,13219.0,OCONEE,2020,2022,0.0575869157355959,0.5941305404266388,991846,991846,0.2671948683533036,0.4333561810042093,0.0552353567456396,0.0552353567456396,0.202755440712198,20.28
GA,13303.0,WASHINGTON,2020,2022,0.0116514991094273,0.7977050101614727,306058,306058,0.0536740550793128,0.7203161416051197,0.0158661160617257,0.0158661160617257,0.201430607201971,20.14
GA,13209.0,MONTGOMERY,2020,2022,0.0840625828906291,0.5663283099910057,108958,108958,0.3902612602164769,0.3941659674139756,0.0045511363029672,0.0045511363029672,0.1983823750590967,19.84
GA,13171.0,LAMAR,2020,2022,0.0821367175714791,0.5540189983273898,316870,316870,0.3813092933159125,0.3768146777624955,0.0164868038402731,0.0164868038402731,0.1977743946897386,19.78
GA,13247.0,ROCKDALE,2020,2022,0.0226687595295065,0.6455185543741185,1483316,1483316,0.1048853986944382,0.5057930758512676,0.0834493247925041,0.0834493247925041,0.1943942810326785,19.44
GA,13167.0,JOHNSON,2020,2022,0.0348885406580692,0.6915520305403804,121544,121544,0.1616863987993216,0.570682177732264,0.0052736646400739,0.0052736646400739,0.1857289764529333,18.57
GA,13075.0,COOK,2020,2022,0.0710389375380827,0.5647606496449329,210946,210946,0.3297236717561695,0.3919561827011349,0.0104059924959467,0.0104059924959467,0.1856229598622995,18.56
GA,13177.0,LEE,2020,2022,0.0399472890478448,0.6198515404322407,517582,517582,0.1852008926184121,0.4696126779895018,0.0280091387836517,0.0280091387836517,0.1777079620438043,17.77
GA,13241.0,RABUN,2020,2022,0.1065847807251978,0.4138790664780764,339360,339360,0.4949508080982576,0.1792724742903472,0.0177778941232486,0.0177778941232486,0.1774447676587755,17.74
GA,13013.0,BARROW,2020,2022,0.0461402928281733,0.5406413855155104,1224786,1224786,0.2139877264147844,0.3579575035282636,0.0686078143052803,0.0686078143052803,0.1772902146384021,17.73
GA,13279.0,TOOMBS,2020,2022,0.055478098578346,0.5850197655870726,288380,288380,0.25739248954554,0.4205135706689786,0.0148512697290248,0.0148512697290248,0.176902149918142,17.69
GA,13315.0,WILCOX,2020,2022,0.0852828824328964,0.4996020534044331,100516,100516,0.3959335577559391,0.3001081811597853,0.0040665038365875,0.0040665038365875,0.1760436866472249,17.6
GA,13027.0,BROOKS,2020,2022,0.0222999778602207,0.6987574863681059,201366,201366,0.1031711971538864,0.5808390373970784,0.0098560305168046,0.0098560305168046,0.1759305738961435,17.59
GA,13157.0,JACKSON,2020,2022,0.0349093408705067,0.5528085989549114,1302856,1302856,0.1617830840718656,0.3751084905540004,0.0730896025841553,0.0730896025841553,0.1707676949485442,17.08
GA,13169.0,JONES,2020,2022,0.0035405301406637,0.7193138165832282,432654,432654,0.0159719764251724,0.6098153806306595,0.0231336512090609,0.0231336512090609,0.1680136648684884,16.8
GA,13211.0,MORGAN,2020,2022,0.0245630428557561,0.6481721166581891,397126,397126,0.1136905635563097,0.5095335553400797,0.0210940844872488,0.0210940844872488,0.1663530719677217,16.64
GA,13095.0,DOUGHERTY,2020,2022,0.0025303355588251,0.6656558551209526,1015026,1015026,0.011276306188097,0.5341787522892174,0.0565660580688664,0.0565660580688664,0.1646467936537618,16.46
GA,13045.0,CARROLL,2020,2022,0.0019091934612681,0.619047133913699,1570504,1570504,0.0083890619750223,0.4684787810761585,0.0884545528757443,0.0884545528757443,0.1634442372006674,16.34
GA,13233.0,POLK,2020,2022,0.0711758954834659,0.4709422730694381,576542,576542,0.3303602910366813,0.2597091593842486,0.0313938734694782,0.0313938734694782,0.1632142993399715,16.32
GA,13313.0,WHITFIELD,2020,2022,0.0482570840985734,0.5034635606737697,1049498,1049498,0.2238271711566359,0.3055513881361431,0.0585450026769026,0.0585450026769026,0.161617141161646,16.16
GA,13173.0,LANIER,2020,2022,0.0543170452309478,0.5559767130172558,95504,95504,0.251995585082727,0.3795742857379138,0.0037787784253704,0.0037787784253704,0.1597818569178454,15.98
GA,13175.0,LAURENS,2020,2022,0.0011436980757799,0.6800568754877134,648434,648434,0.0048308228368621,0.5544785287908652,0.0355209994198417,0.0355209994198417,0.1575878376168527,15.76
GA,13191.0,MCINTOSH,2020,2022,0.0220421161393251,0.645753889566809,209792,209792,0.1019725829167296,0.5061248059435057,0.0103397444663089,0.0103397444663089,0.1571942194482133,15.72
GA,13063.0,CLAYTON,2020,2022,0.0175351624143228,0.4264784022004125,3071424,3071424,0.0810229868222315,0.1970325838325143,0.1746183246642562,0.1746183246642562,0.1568230549958146,15.68
GA,13187.0,LUMPKIN,2020,2022,0.0767952517014498,0.4381405072778194,507020,507020,0.3564806486575729,0.2134715666671272,0.0274028028312823,0.0274028028312823,0.1561894552468162,15.62
GA,13015.0,BARTOW,2020,2022,0.0134065754477012,0.5540525544853301,1622088,1622088,0.0618321464743671,0.3768619787515292,0.0914158512820141,0.0914158512820141,0.1553814569474812,15.54
GA,13249.0,SCHLEY,2020,2022,0.0529871357720068,0.5500438981562774,63784,63784,0.2458137896379441,0.3712113494572671,0.001957818719902,0.001957818719902,0.1552351941337538,15.52
GA,13155.0,IRWIN,2020,2022,0.0622632504663834,0.513325168612975,115946,115946,0.2889317952867222,0.3194523779281441,0.0049522985482955,0.0049522985482955,0.1545721925778643,15.46
GA,13105.0,ELBERT,2020,2022,0.0382349321524357,0.5770443061045079,279826,279826,0.1772413732806733,0.40927130860207,0.0143602076445174,0.0143602076445174,0.1538082742929445,15.38
GA,13109.0,EVANS,2020,2022,0.0314431508914772,0.6038967957987671,131390,131390,0.1456712523384636,0.4471227611675018,0.0058388969622695,0.0058388969622695,0.1511179518576261,15.11
GA,13195.0,MADISON,2020,2022,0.0278398717715113,0.5836900675939657,476078,476078,0.1289221914904992,0.4186392193114135,0.0256265060088799,0.0256265060088799,0.1497036057049181,14.97
GA,13281.0,TOWNS,2020,2022,0.0606048233162699,0.4918272435314791,264048,264048,0.2812229566637982,0.2891487561507038,0.0134544351907696,0.0134544351907696,0.1493201457990103,14.93
GA,13069.0,COFFEE,2020,2022,0.0273088860215732,0.5809576856952388,456016,456016,0.1264540194896581,0.4147876351563541,0.0244748006617454,0.0244748006617454,0.1475478139923757,14.75
GA,13017.0,BEN HILL,2020,2022,0.0001044276821545,0.6886463198666101,193118,193118,0.0,0.5665862681540695,0.0093825350675391,0.0093825350675391,0.1463378345722869,14.63
GA,13119.0,FRANKLIN,2020,2022,0.1009693584858599,0.3351802060062079,404648,404648,0.4688487367231778,0.0683380239648226,0.0215259022332934,0.0215259022332934,0.1450596412886468,14.51
GA,13131.0,GRADY,2020,2022,0.0030859476773811,0.6624530559537489,337636,337636,0.013858948517967,0.5296640647449956,0.0176789239299249,0.0176789239299249,0.1447202152807031,14.47
GA,13029.0,BRYAN,2020,2022,0.0097609374234399,0.6074440328090989,693710,693710,0.0448861894543665,0.4521229706439297,0.0381201725479876,0.0381201725479876,0.1433123762985678,14.33
GA,13227.0,PICKENS,2020,2022,0.0808037942947648,0.379592043497349,592220,592220,0.3751134887934009,0.1309412529123038,0.0322939051927547,0.0322939051927547,0.1426606380228035,14.27
GA,13125.0,GLASCOCK,2020,2022,0.0999125299852179,0.3606351678781585,46224,46224,0.4639362988370769,0.1042195117829522,0.0009497464491572,0.0009497464491572,0.1425138258795859,14.25
GA,13047.0,CATOOSA,2020,2022,0.0331018062345728,0.5064474246249752,945804,945804,0.1533811516669323,0.3097574631070944,0.0525922096220842,0.0525922096220842,0.1420807585045488,14.21
GA,13321.0,WORTH,2020,2022,0.049439266741304,0.5041688149075643,271540,271540,0.229322290562398,0.3065455193128418,0.0138845307176728,0.0138845307176728,0.1409092178276463,14.09
GA,13035.0,BUTTS,2020,2022,0.0102992079277881,0.6283222364515875,329522,329522,0.0473882230548273,0.4815530288554047,0.0172131210594908,0.0172131210594908,0.1408418735073034,14.08
GA,13085.0,DAWSON,2020,2022,0.0827307673732758,0.3639640996591367,610802,610802,0.3840706048729006,0.1089119967195796,0.0333606477289153,0.0333606477289153,0.1399259742625777,13.99
GA,13257.0,STEPHENS,2020,2022,0.074124848043133,0.4025232695054195,446722,446722,0.3440678568996592,0.1632652654487369,0.023941257171751,0.023941257171751,0.1388039091729745,13.88
GA,13235.0,PULASKI,2020,2022,0.0149785355856473,0.6236492532177025,116232,116232,0.0691390619600824,0.47496595982641,0.0049687170374432,0.0049687170374432,0.1385106139653447,13.85
GA,13145.0,HARRIS,2020,2022,0.0177985557222567,0.5732805284146192,583784,583784,0.082247313441029,0.4039658619072666,0.0318096171702033,0.0318096171702033,0.1374581024221756,13.75
GA,13291.0,UNION,2020,2022,0.0616402633156445,0.4239121034108826,601252,601252,0.2860359747444252,0.1934151115606085,0.0328124079689146,0.0328124079689146,0.1362689755607157,13.63
GA,13103.0,EFFINGHAM,2020,2022,0.0193813481466232,0.5273589670392411,910780,910780,0.0896045804588732,0.3392345158785856,0.050581576181847,0.050581576181847,0.1325005621752882,13.25
GA,13043.0,CANDLER,2020,2022,0.0156744225525766,0.5985323632714501,127552,127552,0.0723737414740345,0.4395610204998717,0.0056185677267844,0.0056185677267844,0.1307929743568687,13.08
GA,13107.0,EMANUEL,2020,2022,0.0054873477867486,0.6133519438959625,293740,293740,0.0250213356695034,0.460450802394779,0.0151589728822818,0.0151589728822818,0.1289475209572115,12.89
GA,13299.0,WARE,2020,2022,0.0136828269079525,0.567637097667786,415142,415142,0.0631162414231736,0.3960108434470706,0.0221283344889423,0.0221283344889423,0.1258459384620322,12.58
GA,13147.0,HART,2020,2022,0.0225916009134736,0.5358289719672269,405454,405454,0.104526743616146,0.3511738925773938,0.0215721725208913,0.0215721725208913,0.1247112453088306,12.47
GA,13237.0,PUTNAM,2020,2022,0.0010626888804622,0.6075251212573931,390904,390904,0.0044542691765858,0.4522372734735429,0.02073689623733,0.02073689623733,0.1245413337811972,12.45
GA,13181.0,LINCOLN,2020,2022,0.0057954856510579,0.6095066511338083,147644,147644,0.0264536476461917,0.4550304514983035,0.0067719952930602,0.0067719952930602,0.1237570224326539,12.38
GA,13123.0,GILMER,2020,2022,0.0496385501136569,0.4305158777891381,532064,532064,0.2302486160615889,0.2027238369517142,0.0288405113704926,0.0288405113704926,0.1226633689385721,12.27
GA,13311.0,WHITE,2020,2022,0.0530107870514038,0.4096167410352254,530242,530242,0.245923727476386,0.1732642712836443,0.0287359152613071,0.0287359152613071,0.1191649573206611,11.92
GA,13159.0,JASPER,2020,2022,0.0136865368148985,0.5615750551031002,235014,235014,0.0631334861203255,0.3874657469141451,0.011787671505758,0.011787671505758,0.1185436440114966,11.85
GA,13111.0,FANNIN,2020,2022,0.0486318266919809,0.4236468637701394,504236,504236,0.2255690807590666,0.1930412279544932,0.0272429808949638,0.0272429808949638,0.1182740676258718,11.83
GA,13129.0,GORDON,2020,2022,0.0351719014082777,0.4276066701255043,932876,932876,0.1630035397393252,0.1986229979927641,0.051850047986766,0.051850047986766,0.1163316584264053,11.63
GA,13001.0,APPLING,2020,2022,0.0300197783802258,0.498543056514071,260820,260820,0.1390550141824545,0.2986154119224118,0.0132691244111589,0.0132691244111589,0.116052168731796,11.61
GA,13091.0,DODGE,2020,2022,0.0145657146292795,0.5486821010532849,232036,232036,0.0672201533528625,0.3692917509755409,0.0116167125523253,0.0116167125523253,0.1149363323582635,11.49
GA,13003.0,ATKINSON,2020,2022,0.0266503216758449,0.5194627371715459,92022,92022,0.1233928260789714,0.3281039364170205,0.0035788861903628,0.0035788861903628,0.1146636337191794,11.47
GA,13065.0,CLINCH,2020,2022,0.0369904559198862,0.4851260414441358,74896,74896,0.1714566956443165,0.279702695996562,0.0025957286898631,0.0025957286898631,0.1140877122551512,11.41
GA,13055.0,CHATTOOGA,2020,2022,0.0458035029390347,0.4373467059281678,292738,292738,0.2124222317199925,0.2123526188721621,0.0151014507629603,0.0151014507629603,0.1137444380295188,11.37
GA,13137.0,HABERSHAM,2020,2022,0.0329724688498789,0.4366891835296784,811836,811836,0.1527799549086376,0.2114257708159668,0.0449014678244112,0.0449014678244112,0.1135021653433567,11.35
GA,13071.0,COLQUITT,2020,2022,0.0219246856717728,0.4944188570429135,445966,445966,0.1014267328782077,0.2928019122272133,0.0238978572493887,0.0238978572493887,0.1105060899010496,11.05
GA,13023.0,BLECKLEY,2020,2022,0.0208140368395589,0.5194752193587882,166622,166622,0.096264122863237,0.3281215313932664,0.0078614711218868,0.0078614711218868,0.1100271491250692,11.0
GA,13161.0,JEFF DAVIS,2020,2022,0.0568209363514926,0.3852730941550668,175434,175434,0.2636343794526398,0.1389493006553924,0.00836734429101,0.00836734429101,0.104829592172513,10.48
GA,13019.0,BERRIEN,2020,2022,0.0576839722263478,0.3751696503586893,247568,247568,0.26764601438312,0.1247074173901752,0.0125083628091139,0.0125083628091139,0.1043425393478807,10.43
GA,13267.0,TATTNALL,2020,2022,0.0100155107106613,0.5181862599822182,249694,249694,0.0460695181213886,0.3263046054673462,0.0126304107389319,0.0126304107389319,0.0994087362666496,9.94
